// select object_Id,value from weenie_properties_string where `type`=1 order by object_Id;
8751,Society Wand Of Lightning
8752,Explorer Wand Of Lightning
8753,A Society Yumi
8754,An Explorer Yumi
8755,Al-Arqas Information Guide
8756,Holtburg Information Guide
8757,Lytelthorpe Information Guide
8758,Nanto Information Guide
8759,Rithwic Information Guide
8760,Samsur Information Guide
8761,Shoushi Information Guide
8762,Yanshi Information Guide
8763,Yaraq Information Guide
8764,Chosen of Asheron
8765,Chosen of Asheron
8766,Chosen of Asheron
8767,Chosen of Asheron
8777,Skull of Avoren Palacost
8778,Heart of Shadow
8779,Fragment of the Singularity
8780,Dark Singularity
8781,Dark Crucible
8782,Sepulcher of the Hopeslayer Portal Gem
8783,Remnants of Ilservian
8784,Sanctum of the Hopeslayer Chest
8785,Empyrean Scalemail Shirt
8786,Barbed Fletching Tool
8787,Shadow Captain's Heaume
8788,Obsidian Dagger
8789,Virindi Servant's Amulet
8790,Obsidian Key
8791,Staff of the Lightbringer
8792,Helm of the Lightbringer
8793,Great Work Soul Crystal Shard
8794,Nexus Soul Crystal Shard
8795,Fenmalain Soul Crystal Shard
8796,Caulnalain Soul Crystal Shard
8797,Shendolain Soul Crystal Shard
8798,Herald's Soul Crystal Shard
8799,Great Work Staff of the Lightbringer
8800,Nexus Staff of the Lightbringer
8801,Fenmalain Staff of the Lightbringer
8802,Shendolain Staff of the Lightbringer
8803,Herald's Staff of the Lightbringer
8804,Great Work Helm of the Lightbringer
8805,Nexus Helm of the Lightbringer
8806,Fenmalain Helm of the Lightbringer
8807,Caulnalain Helm of the Lightbringer
8808,Shendolain Helm of the Lightbringer
8809,Herald's Helm of the Lightbringer
8810,Geraux's Life Magic Scroll
8811,Nelamar's War Magic Scroll
8812,Esard's Life Magic Scroll
8813,Asheron's Missive
8814,Asheron's Second Missive
8815,Mausoleum Warden
8816,Mausoleum Guardian
8817,Lower Shadow Heart Leader
8818,Upper Shadow Heart Leader
8819,Chakron Flux Virindi Master
8820,Chakron Flux Virindi Servant
8821,Bael'Zharon
8822,A Shadow of Black Ferah
8823,Ler Rahn
8824,Bundle of Barbed Arrowheads
8825,Bundle of Greater Barbed Arrowheads
8826,Barbed Arrow
8827,Greater Barbed Arrow
8828,Barbed Quarrel
8829,Greater Barbed Quarrel
8830,Chakron Gate Portal
8831,Upper Chakron Flux Portal
8832,Lower Chakron Flux Portal
8833,Empyrean Cloister Portal
8834,Upper Empyrean Mausoleum Portal
8835,Lower Empyrean Mausoleum Portal
8836,Shade Stronghold Portal
8837,Upper Heart of Darkness Portal
8838,Lower Heart of Darkness Portal
8839,Sepulcher of the Hopeslayer Portal
8840,Sanctified Dust
8841,Surface Portal
8842,Chakron Flux Portal
8843,Surface Portal
8844,Surface Portal
8845,Empyrean Mausoleum Portal
8846,Surface Portal
8847,Upper Shade Stronghold Portal
8848,Surface Portal
8849,Heart of Darkness Portal
8850,Surface Portal
8851,Surface Portal
8852,Aerlinthe Cynosure
8853,General History of Dereth Vol. I
8854,General History of Dereth Vol. II
8855,General History of Dereth Vol. III
8856,General History of Dereth Vol. IV
8857,General History of Dereth Vol. V
8858,General History of Dereth Vol. VI
8859,General History of Dereth Vol. VII
8860,General History of Dereth Vol. VIII
8861,General History of Dereth Vol. IX
8862,General History of Dereth Vol. X
8863,General History of Dereth Vol. XI
8864,History Shelf
8865,Anadil's Tomb
8866,Putrid Moarsman
8867,Weaver's Coat
8868,Weaver's Leggings
8869,Virindi Master
8870,Kireth Gown with Band
8871,Kireth Gown with Band
8872,White Rabbit
8873,Mosswart Baby
8874,Staff of Aerfalle
8875,Amuli Coat
8876,Amuli Leggings
8877,Amuli Coat
8878,Amuli Leggings
8879,Gem of Impulse
8880,Wedding Ring
8881,Wedding Ring
8882,Staff of Aerfalle
8883,Staff of Aerfalle
8884,Staff of Aerfalle
8885,Upper Shade Stronghold
8886,Lower Shade Stronghold
8887,Invisible Shadow Floor Hotspot
8888,Empyrean Cloister
8889,Chakron Gate
8890,Caulnalain Staff of the Lightbringer
8891,Elysa's Longbow
8892,Shade Stronghold Portal
8893,Dye Plant High Mountain Gen
8894,Dye Plant Low Mountain Gen
8895,Dye Plant Shore Gen
8896,Furry Mattekar Hide Coat
8897,Platinum Scarab
8898,Lugian Lithos Camp Generator
8899,Bandit Blade Hilt
8900,Unfinished Bandit Blade Hilt
8901,Bandit Cousins' Letter
8902,Door
8903,Focusing Stone
8904,Focusing Stone
8905,Le-Ai Rea's Key
8906,Strange Tunnel
8907,Vortex
8908,Collector
8909,Blood of the Hopeslayer
8910,Essence of Enchantment
8911,Essence of Artifice
8912,Essence of Verdancy
8913,Essence of Strife
8914,Scroll of Acid Streak
8915,Scroll of Acid Streak II
8916,Scroll of Acid Streak III
8917,Scroll of Acid Streak IV
8918,Scroll of Acid Streak V
8919,Scroll of Acid Streak VI
8920,Scroll of Flame Streak
8921,Scroll of Flame Streak II
8922,Scroll of Flame Streak III
8923,Scroll of Flame Streak IV
8924,Scroll of Flame Streak V
8925,Scroll of Flame Streak VI
8926,Scroll of Force Blast IV
8927,Scroll of Force Blast V
8928,Scroll of Force Blast VI
8929,Scroll of Force Streak
8930,Scroll of Force Streak II
8931,Scroll of Force Streak III
8932,Scroll of Force Streak IV
8933,Scroll of Force Streak V
8934,Scroll of Force Streak VI
8935,Scroll of Frost Streak
8936,Scroll of Frost Streak II
8937,Scroll of Frost Streak III
8938,Scroll of Frost Streak IV
8939,Scroll of Frost Streak V
8940,Scroll of Frost Streak VI
8941,Scroll of Lightning Streak
8942,Scroll of Lightning Streak II
8943,Scroll of Lightning Streak III
8944,Scroll of Lightning Streak IV
8945,Scroll of Lightning Streak V
8946,Scroll of Lightning Streak VI
8947,Scroll of Shock Wave Streak
8948,Scroll of Shock Wave Streak II
8949,Scroll of Shock Wave Streak III
8950,Scroll of Shock Wave Streak IV
8951,Scroll of Shock Wave Streak V
8952,Scroll of Shock Wave Streak VI
8953,Scroll of Whirling Blade Streak
8954,Scroll of Whirling Blade Streak II
8955,Scroll of Whirling Blade Streak III
8956,Scroll of Whirling Blade Streak IV
8957,Scroll of Whirling Blade Streak V
8958,Scroll of Whirling Blade Streak VI
8959,Sword of Lost Hope
8960,Sword of Lost Hope
8961,Sword of Lost Hope
8962,Sword of Lost Hope
8963,Sword of Lost Hope
8964,Sword of Lost Hope
8965,Sword of Lost Hope
8966,Sword of Lost Hope
8967,Decaying Warrior
8968,Fleshless Warrior
8969,Beyond the Mines of Despair
8970,Magma Golem Activated Pressure Plate
8971,Well Bucket
8972,The Overlord's Chest
8973,Al-Arqas Portal Gem
8974,Celdiseth's Portal Gem
8975,Fadsahil's Portal Gem
8976,Holtburg Portal Gem
8977,Lytelthorpe Portal Gem
8978,Nanto Portal Gem
8979,Rithwic Portal Gem
8980,Samsur Portal Gem
8981,Shoushi Portal Gem
8982,Shoyanen's Portal Gem
8983,Yanshi Portal Gem
8984,Yaraq Portal Gem
8985,Overlord's Key
8986,Al-Arqas Portal
8987,Celdiseth's Portal
8988,Fadsahil's Portal
8989,Portal to Holtburg
8990,Nanto Portal
8991,Rithwic Portal
8992,Samsur Portal
8993,Portal to Shoushi
8994,Shoyanen's Portal
8995,Yanshi Portal
8996,Portal to Yaraq
8997,Water of Ithaenc
8998,Lytelthorpe Portal
8999,Steel Chest
9000,Remnants of Ilservian
9001,Reinforced Steel Chest
9002,Shard Vigil Memorial
9003,Thistledown Monument Event Gen
9004,Surface Portal
9005,Desert March Portal
9006,Excerpts from the Zharalim
9007,Bound Book
9008,Snowman
9009,Snowman
9010,Unreadable Scroll
9011,Scroll of Lightning Volley III
9012,Scroll of Lightning Volley IV
9013,Scroll of Lightning Volley V
9014,Scroll of Lightning Volley VI
9015,Hot Air Enter
9016,Hasina's Alembic
9017,A'Mun Wandering Archmage Camp Gen
9018,Hasina bint Rira
9019,Wandering Vendor Backback
9020,Zairente Ra-Yao
9021,Boots of the Vault
9022,Ursuin Hunter's Bow
9023,Spertat the Ursuin Hunter
9024,Cooking Gear
9025,Zairente's Cooking Pot
9026,Peculiar Old Dagger
9027,Lyceum Gates
9028,The Third Threshold
9029,The First Threshold
9030,The Second Threshold
9031,Sasalia's Dress
9032,Exarch Plate Coat
9033,Exarch Plate Coat
9034,Exarch Plate Coat
9035,Exarch Plate Girth
9036,Exarch Plate Girth
9037,Exarch Plate Girth
9038,Exarch Plate Leggings
9039,Exarch Plate Leggings
9040,Exarch Plate Leggings
9041,Zairente's Frying Pan
9042,Lyceum Recall Gem
9043,Large Pale Crystal
9044,Small Pale Crystal
9045,Pale Crystal
9046,Sunstone Geode
9047,Globe of Auberean
9048,Guardian Golem
9049,Iron Golem
9050,Turbid Nephol Golem
9051,Turbid Nephol Golem
9052,Tenuous Nephol Golem
9053,Tenuous Nephol Golem
9054,Diaphanous Nephol Golem
9055,Diaphanous Nephol Golem
9056,Eaushi the Trainer
9057,Zirconium Golem
9058,Pulsar Wisp Summoning Gen!
9059,Glittering Crystalline Key
9060,Titan Mana Charge
9061,Hasina's Mortar and Pestle
9062,Permission Slip
9063,Slip of Paper
9064,Hieromancer's Orb
9065,Blue Orb
9066,Puzzle Box
9067,Exit Portal
9068,Exit Portal
9069,Exit Portal
9070,Exit Portal
9071,Humming Crystal Portal
9072,Mainland Portal
9073,Surface Portal
9074,South Dires Wandering Blacksmith Camp Gen
9075,Strange Humming Crystal
9076,Sea Blue Kindling Stone
9077,Sea Grey Kindling Stone
9078,Silver Kindling Stone
9079,A Text Book
9080,Unreadable Text
9081,Decoded Untranslated Text
9082,Thaumaturgic Plate Coat
9083,Thaumaturgic Plate Coat
9084,Thaumaturgic Plate Coat
9085,Thaumaturgic Plate Girth
9086,Thaumaturgic Plate Girth
9087,Thaumaturgic Plate Girth
9088,Thaumaturgic Plate Leggings
9089,Thaumaturgic Plate Leggings
9090,Thaumaturgic Plate Leggings
9091,Tiofor Wandering Bowyer Camp Gen
9092,Lightweight Tome
9093,Hieromancer sally port
9094,Unkindled Thaumaturgic Plate Coat
9095,Unkindled Thaumaturgic Plate Girth
9096,Unkindled Thaumaturgic Plate Leggings
9097,Ursuin Head
9098,Vial of Organic Acid
9099,Summoned Pulsar Wisp
9100,The Guardian Spirit
9101,A Boot
9102,Another Boot
9103,Chest
9104,Trunk
9105,Trunk Key
9106,Hieromancers' Halls Portal
9107,An evil trap
9108,Reinforced Door
9109,Reinforced Door
9110,Portal to Trial 1
9111,Portal to Trial 2
9112,Portal to Trial 3
9113,Portal to Trial 4
9114,Portal to Trial 5
9115,Singularity Axe
9116,Glowing Virindi Cloak
9117,Tattered Virindi Cloak
9118,Puppet Show
9119,Facilitation
9120,A Meeting
9121,Storytelling
9122,Interlude
9123,Denouement
9124,The Beginning
9125,Virindi Essence
9126,Singularity Mace
9127,Glowing Mosswart Shroud
9128,Torn Mosswart Shroud
9129,Singularity Spear
9130,Singularity Sword
9131,Beaten Virindi
9132,Broken Virindi
9133,Conquered Virindi
9134,Leashed Virindi
9135,Tamed Virindi
9136,Vanguard Leader's Amulet
9137,Vanguard Leader's Crossbow
9138,Vanguard Leader's Morningstar
9139,Ardry's Rant
9140,Ardry's Reconnaissance
9141,North Tumerok Vanguard Outpost
9142,Surface
9143,South Tumerok Vanguard Outpost
9144,Surface
9145,Tumerok North Vanguard Leader
9146,Tumerok South Vanguard Leader
9147,Acid Stream
9148,Moo Juice
9149,Master Yado
9150,Society Wand Of Acid
9151,Society Wand Of Acid
9152,Society Wand Of Acid
9153,Society Wand Of Acid
9154,Society Wand Of Acid
9155,Society Wand Of Acid
9156,Celdiseth's Portal
9157,Celdiseth's Portal
9158,Celdiseth's Portal
9159,Celdiseth's Portal
9160,Celdiseth's Portal
9161,Celdiseth's Portal
9162,Statue
9163,Mosswart Mire-Witch
9164,Mosswart Mire Witch Martine Camp Generator
9165,Gragghk
9166,Moss Chamber
9167,Surface
9168,Chest
9169,Plush Tusker
9170,Velveteen Olthoi
9171,Pack Mosswart
9172,Pack Drudge
9173,Pack Ursuin
9174,Pack Lugian
9175,Pack Cow
9176,Pack Grievver
9177,Pack Scarecrow
9178,Pack Virindi
9179,Pack Golem
9180,Pack Idol
9181,Sonic Screwdriver
9182,Aerfalle Keep Mana Field
9183,Aerfalle Keep Mana Field
9184,Tomb of The Dead Risen Knight Gen
9185,Tomb of the Dead Risen Gen
9186,Portal Sending
9187,Random Risen Gen
9188,Tomb of The Dead
9189,Surface
9191,Gem of Cleansing
9192,Gem of Purity
9193,Gem of Stillness
9194,Scrawled Note
9195,Scrawled Note
9196,Edicts of the Singularity
9197,Orb of Clarity
9198,Aerbax's Apprentice
9199,Sand Shallow
9200,Surface
9201,Aerbax Laboratory
9202,Surface
9203,Aerbax Haven
9204,Surface
9205,Virindi Armorer
9206,Virindi Barkeeper
9207,Virindi Bowyer
9208,Virindi Grocer
9209,Virindi Healer
9210,Virindi Jeweler
9211,Virindi Scribe
9212,Virindi Weaponsmith
9213,Sung Wenxio
9214,Berkholt the Burly
9215,Thiuda the Sharp-Eyed
9216,Ulgrim the Unpleasant
9217,Nihara bint Umar
9218,Ellimar Jorning
9219,Ivory Crafter
9220,Daryam ibn Zubed
9221,Leather Crafter
9222,Muhiza bint Murqidh
9223,Town Crier
9224,Sang Nen-Kai
9225,Obsidian Shard
9226,Gabal Feteh
9227,Anid Al-Fadee
9228,Ya-Bint-Al-Hawa
9229,Treated Healing Kit
9230,Bloodletter Arrow
9231,Fleshripper Arrow
9232,Soulrender Arrow
9233,Bloodletter Arrowhead
9234,Fleshripper Arrowhead
9235,Soulrender Arrowhead
9236,Bloodletter Quarrel
9237,Fleshripper Quarrel
9238,Soulrender Quarrel
9239,Book of Seasons
9240,Snake Skin Boots
9241,Ursuin Boots
9242,Innocent Doll
9243,Innocuous Doll
9244,Pristine Doll
9245,Snake Skin Coat
9246,Ursuin Hide Coat
9247,Sclavus Skin Helmet
9248,Fang Mace
9249,Marionette
9250,Dark Marionette
9251,Brutish Monouga
9252,Ferocious Monouga
9253,Wily Monouga
9254,Ancient Mu-miyah
9255,Dread Mu-miyah
9256,Dune Reaver
9257,Silt Lurker
9258,Sclavus Hide
9259,Large Sclavus Hide
9260,Small Sclavus Hide
9261,Ursuin Fang
9262,Large Ursuin Hide
9263,Small Ursuin Hide
9264,Virindi Executor
9265,Aerfalle Keep Stopgap Gen
9266,Keep Cursed Bones Gen
9267,Keep Dark Rev Gen
9268,Keep Diamond Golem Gen
9269,Keep Plasma Golem Gen
9270,Keep Vapor Golem Gen
9271,Keep Sewer Rat Gen
9272,Keep Relic Bones Gen
9273,Keep Umbris Gen
9274,Keep Nightmare Wisp Gen
9275,Aerfalle's Keep Stopgap!
9284,Linkable Monster Generator
9286,Directive's Cache
9287,Master's Holding
9288,Singularity Trove
9289,Directive Key
9290,Virindi Directive Key
9291,Virindi Master Key
9292,Virindi Singularity Key
9293,Master Key
9294,Singularity Key
9295,Intricate Carving Tool
9296,Panopticon Portal
9297,Surface Portal
9298,Virindi Leather Crafter
9299,Virindi Ivory Crafter
9300,Ulgrim
9301,Virindi Observer
9302,Desert Monouga Camp Generator
9303,Desert MuMiyah Camp Generator
9304,Desert Reedshark Camp Generator
9305,High Doll Camp Generator
9306,High Doll Camp Generator
9307,Renselm
9308,Hahnain
9309,Saelar
9310,A Large Mnemosyne
9311,An Unlocked Large Mnemosyne
9312,A Small Mnemosyne
9313,An Unlocked Small Mnemosyne
9314,A Tiny Mnemosyne
9315,An Unlocked Tiny Mnemosyne
9316,Intricate Obsidian Key
9317,Intricate Copper Key
9318,Intricate Wooden Key
9319,Mnemosynes and the Art of Lockpicking
9320,Small Mnemosyne Collection Site
9321,Large Mnemosyne Collection Site
9322,Mnemosyne Collection Site
9323,Exit
9324,Obsidian Heart
9325,Adirred the Theoretician
9326,Virindi Observer
9327,Yuan Hanzu
9328,Jaleh al-Thani
9338,Marionette Camp Generator
9339,High Marionette Camp Generator
9340,Concentrated Acid Infusion
9341,Concentrated Acid Oil
9342,Concentrated Aqua Incanta
9343,Concentrated Bloodseeker Infusion
9344,Concentrated Bloodseeker Oil
9345,Concentrated Fire Infusion
9346,Concentrated Fire Oil
9347,Concentrated Frost Infusion
9348,Concentrated Frost Oil
9349,Concentrated Health Infusion
9350,Concentrated Health Oil
9351,Concentrated Lightning Infusion
9352,Concentrated Lightning Oil
9353,Concentrated Mana Infusion
9354,Concentrated Mana Oil
9355,Concentrated Stamina Infusion
9356,Concentrated Stamina Oil
9357,Concentrated Victual Infusion
9358,Concentrated Victual Oil
9359,Wrapped Bundle of Arrowheads
9360,Wrapped Bundle of Acid Arrowheads
9361,Wrapped Bundle of Armor Piercing Arrowheads
9362,Wrapped Bundle of Blunt Arrowheads
9363,Wrapped Bundle of Broad Arrowheads
9364,Wrapped Bundle of Lightning Arrowheads
9365,Wrapped Bundle of Fire Arrowheads
9366,Wrapped Bundle of Frog Crotch Arrowheads
9367,Wrapped Bundle of Frost Arrowheads
9368,Wrapped Bundle of Greater Arrowheads
9369,Wrapped Bundle of Greater Acid Arrowheads
9370,Wrapped Bundle of Greater Armor Piercing Arrowheads
9371,Wrapped Bundle of Greater Blunt Arrowheads
9372,Wrapped Bundle of Greater Broad Arrowheads
9373,Wrapped Bundle of Greater Lightning Arrowheads
9374,Wrapped Bundle of Greater Fire Arrowheads
9375,Wrapped Bundle of Greater Frog Crotch Arrowheads
9376,Wrapped Bundle of Greater Frost Arrowheads
9377,Wrapped Bundle of Arrowshafts
9378,Wrapped Bundle of Quarrelshafts
9379,Eye Dropper
9380,Cazamal the Envoy
9381,Esard the Legate
9382,Geraux the Legate
9383,Nelamar the Legate
9384,Translated Virindi Envoy's Note
9385,Virindi Envoy's Obsidian Shard
9388,The Envoy's Chamber
9389,Bastion of Tukal
9390,Lugian Armor
9391,Lugian Crest
9392,Helm of the Crag
9393,Mattekar Arm Guard
9394,Lugian Pauldron
9395,Crest of Kings
9396,Master of the Hunt
9397,Gotrok Montok Commander
9398,Master of the Gotrok
9399,Lugian Commander
9400,Dire Mattekar
9401,Dread Mattekar
9406,Lord Kresovus
9407,Master Ulkas
9408,Balor
9410,Outside Linvak Tukal
9411,Linvak Tukal Entryway
9412,Dire Mattekar Paw
9413,Dread Mattekar Paw
9414,Kifandal the Imbuer
9415,Krage the Blacksmith
9416,Omerik the Bowyer
9417,Myrlat the Physician
9418,Lubrik the Resupplier
9419,Scepter of Might
9420,Mattekar Claw
9421,Lugian Scepter
9422,Oneros the Gem Seller
9423,Novedion the Gem Seller
9424,Drawohan the Gem Seller
9425,Acid Emerald
9426,Armor Diamond
9427,Force Opal
9428,Cold Moonstone
9429,Fire Ruby
9430,Lightning Sapphire
9431,Thorned Garnet
9432,Sharp Topaz
9439,Lugian Emmisary One
9440,Surface
9441,Lugian Emmisary Three
9442,Surface
9443,Lugian Emmisary Two
9444,Surface
9460,Monty's Golden Chest
9461,Arshid's Golden Chest
9462,Gan-Zo's Golden Chest
9463,Lieutenant Master of the Hunt
9464,Gotrok Montok Lieutenant
9465,Lieutenant of the Gotrok
9466,Arm, Mind, Heart
9467,Aurutis
9468,Blade of the Heart
9469,Cloth of the Arm
9470,Sceptre of the Mind
9471,Spear of the Heart
9472,Sleeves of the Arm
9473,Staff of the Mind
9474,Calm Strength
9475,Benevolent Calm
9476,Strong Benevolence
9477,Monty's Golden Key
9478,Arshid's Golden Key
9479,Gan-Zo's Golden Key
9480,Monty's High-Stakes Gambling Token
9481,Arshid's High-Stakes Gambling Token
9482,Gan-Zo's High-Stakes Gambling Token
9483,Monty's Low-Stakes Gambling Token
9484,Arshid's Low-Stakes Gambling Token
9485,Gan-Zo's Low-Stakes Gambling Token
9486,Monty's Mid-Stakes Gambling Token
9487,Arshid's Mid-Stakes Gambling Token
9488,Gan-Zo's Mid-Stakes Gambling Token
9489,Sleeves of Inexhaustibility
9490,Spear of Purity
9491,Staff of Clarity
9492,Monty the Munificent
9493,Arshid al-Qiyid
9494,Mi Gan-Zo
9495,Aluvian High-Stakes Gamesmaster
9496,Gharu'ndim High-Stakes Gamesmaster
9497,Sho High-Stakes Gamesmaster
9498,Aluvian Low-Stakes Gamesmaster
9499,Gharu'ndim Low-Stakes Gamesmaster
9500,Sho Low-Stakes Gamesmaster
9501,Aluvian Mid-Stakes Gamesmaster
9502,Gharu'ndim Mid-Stakes Gamesmaster
9503,Sho Mid-Stakes Gamesmaster
9504,Boddry the Chancy
9505,Ashadi bint Samaq
9506,Haya Su Ka
9507,Gredaline Consulate
9508,Gredaline Consulate
9509,Surface Portal
9510,Rock
9511,Golden Gromnie
9512,Monty's Den of Iniquity
9513,Arshid's Den of Iniquity
9514,Gan-Zo's Den of Iniquity
9515,A Guide to Monty's Den of Iniquity
9516,A Guide to Arshid's Den of Iniquity
9517,A Guide to Gan-Zo's Den of Iniquity
9518,Advocate Statue
9519,Sentinel Statue
9520,Flame Bolt
9527,Larry the Rabbit Master
9529,Farmer's Garden
9530,Surface Portal
9531,Nasty Rabbit
9532,Nasty Boss Rabbit
9533,Bleached Rabbit
9534,Bleached Boss Rabbit
9535,Grimacing Rabbit
9536,Grimacing Boss Rabbit
9538,Larry the Rabbit Master
9539,Green Marshmallow Eep
9540,Purple Marshmallow Eep
9541,Pink Marshmallow Eep
9542,Bunny Master Quest Stopgap
9544,Eluard the Namer
9545,Darsida al-Qawa
9546,Jaizen Tan
9547,HUD
9548,House
9549,Deed
9550,Armor Expertise III
9551,Armor Expertise IV
9552,Armor Expertise V
9553,Armor Expertise VI
9554,Magic Item Expertise III
9555,Magic Item Expertise IV
9556,Magic Item Expertise V
9557,Magic Item Expertise VI
9558,Weapon Expertise III
9559,Weapon Expertise IV
9560,Weapon Expertise V
9561,Weapon Expertise VI
9562,Alchemy Skill Puzzle Piece
9563,Axe Skill Puzzle Piece
9564,Bow Skill Puzzle Piece
9565,Completed Alchemy Skill Puzzle
9566,Completed Axe Skill Puzzle
9567,Completed Bow Skill Puzzle
9568,Completed Cooking Skill Puzzle
9569,Completed Creature Enchantment Skill Puzzle
9570,Completed Fletching Skill Puzzle
9571,Completed Item Enchantment Skill Puzzle
9572,Completed Life Magic Skill Puzzle
9573,Completed Mace Skill Puzzle
9574,Completed Spear Skill Puzzle
9575,Completed Staff Skill Puzzle
9576,Completed Sword Skill Puzzle
9577,Completed Thrown Weapons Skill Puzzle
9578,Completed Unarmed Combat Skill Puzzle
9579,Completed War Magic Skill Puzzle
9580,Completed Crossbow Skill Puzzle
9581,Cooking Skill Puzzle Piece
9582,Creature Enchantment Skill Puzzle Piece
9583,Fletching Skill Puzzle Piece
9584,Item Enchantment Skill Puzzle Piece
9585,Life Magic Skill Puzzle Piece
9586,Mace Skill Puzzle Piece
9587,Spear Skill Puzzle Piece
9588,Staff Skill Puzzle Piece
9589,Sword Skill Puzzle Piece
9590,Thrown Weapons Skill Puzzle Piece
9591,Unarmed Combat Skill Puzzle Piece
9592,War Magic Skill Puzzle Piece
9593,Crossbow Skill Puzzle Piece
9594,Skill Puzzle Base Piece
9595,Handbook of the Bestowers' Guild
9596,Axe of the Quiddity
9597,Bow of the Quiddity
9598,Fist of the Quiddity
9599,Balister of the Quiddity
9600,Mace of the Quiddity
9601,Eye of the Quiddity
9602,Lance of the Quiddity
9603,Stave of the Quiddity
9604,Blade of the Quiddity
9608,Scroll of Mana Ineptitude Other
9609,Scroll of Mana Ineptitude Other II
9610,Scroll of Mana Ineptitude Other III
9611,Scroll of Mana Ineptitude Other IV
9612,Scroll of Mana Ineptitude Other V
9613,Scroll of Mana Ineptitude Other VI
9614,Purchasing Order
9615,Caranis the Dependable
9616,Nerezi ibn Risad
9617,Naba Ko-Zin
9618,Completed Dagger Skill Puzzle
9619,Dagger Skill Puzzle Piece
9620,Our House, is a very, very, very fine house!
9621,House
9622,Chef's Hat
9623,Alchemist's Hat
9624,Fletcher's Cap
9625,Scroll of Jumping Ineptitude II
9626,Scroll of Jumping Ineptitude III
9627,Scroll of Jumping Ineptitude IV
9628,Scroll of Jumping Ineptitude V
9629,Scroll of Jumping Ineptitude VI
9630,Scroll of Health to Mana Self II
9631,Scroll of Health to Mana Self III
9632,Scroll of Health to Mana Self IV
9633,Scroll of Health to Mana Self V
9634,Scroll of Health to Mana Self VI
9635,Scroll of Health to Stamina Self II
9636,Scroll of Health to Stamina Self III
9637,Scroll of Health to Stamina Self IV
9638,Scroll of Health to Stamina Self V
9639,Scroll of Health to Stamina Self VI
9640,Scroll of Mana to Health Self II
9641,Scroll of Mana to Health Self III
9642,Scroll of Mana to Health Self IV
9643,Scroll of Mana to Health Self V
9644,Scroll of Mana to Health Self VI
9645,Scroll of Mana to Stamina Self II
9646,Scroll of Mana to Stamina Self III
9647,Scroll of Mana to Stamina Self IV
9648,Scroll of Mana to Stamina Self V
9649,Scroll of Mana to Stamina Self VI
9650,Scroll of Stamina to Health Self II
9651,Scroll of Stamina to Health Self III
9652,Scroll of Stamina to Health Self IV
9653,Scroll of Stamina to Health Self V
9654,Scroll of Stamina to Health Self VI
9655,Scroll of Stamina to Mana Self II
9656,Scroll of Stamina to Mana Self III
9657,Scroll of Stamina to Mana Self IV
9658,Scroll of Stamina to Mana Self V
9659,Scroll of Stamina to Mana Self VI
9660,Scroll of Drain Mana
9661,Scroll of Drain Mana Other II
9662,Scroll of Drain Mana Other III
9663,Scroll of Drain Mana Other IV
9664,Scroll of Drain Mana Other V
9665,Scroll of Drain Mana Other VI
9666,Tumerok Cave
9667,Surface Exit
9668,Tumerok Caverns
9669,Surface Exit
9670,Wooden Tumerok Figurine
9671,Tumerok Spear
9672,Tumerok Shaman
9673,Bach Lien
9674,Exploration Society Token
9675,Tumerok War Taiaha
9676,Gunther Danby
9677,Greta Danby the Bowyer
9678,Abia bint Huda the Archmage
9679,Weaponsmith Hideo Sasaki
9680,Huda's Alchemy and Herbs
9681,General Store
9682,Sasaki's Weapons
9683,Danby's Outpost
9684,Danby's Outpost
9685,Desert March Portal
9686,Wall Hook
9687,Storage
9688,Altar of the Tumerok Figurine
9689,Altar of the Tumerok Spear
9690,Tumerok Altar Key
9691,Tumerok Gladiator
9692,Tumerok Shaman
9693,Cottage
9694,Cottage
9695,Cottage
9696,Cottage
9697,Cottage
9698,Cottage
9699,Cottage
9700,Cottage
9701,Cottage
9702,Cottage
9703,Cottage
9704,Cottage
9705,Cottage
9706,Cottage
9707,Cottage
9708,Cottage
9709,Cottage
9710,Cottage
9711,Cottage
9712,Cottage
9713,Cottage
9714,Cottage
9715,Cottage
9716,Cottage
9717,Cottage
9718,Cottage
9719,Cottage
9720,Cottage
9721,Cottage
9722,Cottage
9723,Cottage
9724,Cottage
9725,Cottage
9726,Cottage
9727,Cottage
9728,Cottage
9729,Cottage
9730,Cottage
9731,Cottage
9732,Cottage
9733,Cottage
9734,Cottage
9735,Cottage
9736,Cottage
9737,Cottage
9738,Cottage
9739,Cottage
9740,Cottage
9741,Cottage
9742,Cottage
9743,Cottage
9744,Cottage
9745,Cottage
9746,Cottage
9747,Cottage
9748,Cottage
9749,Cottage
9750,Cottage
9751,Cottage
9752,Cottage
9753,Cottage
9754,Cottage
9755,Cottage
9756,Cottage
9757,Cottage
9758,Cottage
9759,Cottage
9760,Cottage
9761,Cottage
9762,Cottage
9763,Cottage
9764,Cottage
9765,Cottage
9766,Cottage
9767,Cottage
9768,Cottage
9769,Cottage
9770,Cottage
9771,Cottage
9772,Cottage
9773,Cottage
9774,Cottage
9775,Cottage
9776,Cottage
9777,Cottage
9778,Cottage
9779,Cottage
9780,Cottage
9781,Cottage
9782,Cottage
9783,Cottage
9784,Cottage
9785,Cottage
9786,Cottage
9787,Cottage
9788,Cottage
9789,Cottage
9790,Cottage
9791,Cottage
9792,Cottage
9793,Cottage
9794,Cottage
9795,Cottage
