// select class_Id, class_Name from weenie order by class_Id;
6188,clawbetterstingingminor
6189,clawgoodnostone
6190,clawgoodshiveringmajor
6191,clawgoodshiveringminor
6192,clawgoodsmolderingmajor
6193,clawgoodsmolderingminor
6194,clawgoodsparkingmajor
6195,clawgoodsparkingminor
6196,clawgoodstingingmajor
6197,clawgoodstingingminor
6198,staffgoodstingingminor
6199,daggerbestnostone
6200,daggerbestshiveringmajor
6201,daggerbestshiveringminor
6202,daggerbestsmolderingmajor
6203,daggerbestsmolderingminor
6204,daggerbestsparkingmajor
6205,daggerbestsparkingminor
6206,daggerbeststingingmajor
6207,daggerbeststingingminor
6208,daggerbetternostone
6209,daggerbettershiveringmajor
6210,daggerbettershiveringminor
6211,daggerbettersmolderingmajor
6212,daggerbettersmolderingminor
6213,daggerbettersparkingmajor
6214,daggerbettersparkingminor
6215,daggerbetterstingingmajor
6216,daggerbetterstingingminor
6217,daggergoodnostone
6218,daggergoodshiveringmajor
6219,daggergoodshiveringminor
6220,daggergoodsmolderingmajor
6221,daggergoodsmolderingminor
6222,daggergoodsparkingmajor
6223,daggergoodsparkingminor
6224,daggergoodstingingmajor
6225,daggergoodstingingminor
6226,macebestnostone
6227,macebestshiveringmajor
6228,macebestshiveringminor
6229,macebestsmolderingmajor
6230,macebestsmolderingminor
6231,macebestsparkingmajor
6232,macebestsparkingminor
6233,macebeststingingmajor
6234,macebeststingingminor
6235,macebetternostone
6236,macebettershiveringmajor
6237,macebettershiveringminor
6238,macebettersmolderingmajor
6239,macebettersmolderingminor
6240,macebettersparkingmajor
6241,macebettersparkingminor
6242,macebetterstingingmajor
6243,macebetterstingingminor
6244,macegoodnostone
6245,macegoodshiveringmajor
6246,macegoodshiveringminor
6247,macegoodsmolderingmajor
6248,macegoodsmolderingminor
6249,macegoodsparkingmajor
6250,macegoodsparkingminor
6251,macegoodstingingmajor
6252,macegoodstingingminor
6253,spearbestnostone
6254,spearbestshiveringmajor
6255,spearbestshiveringminor
6256,spearbestsmolderingmajor
6257,spearbestsmolderingminor
6258,spearbestsparkingmajor
6259,spearbestsparkingminor
6260,spearbeststingingmajor
6261,spearbeststingingminor
6262,spearbetternostone
6263,spearbettershiveringmajor
6264,spearbettershiveringminor
6265,spearbettersmolderingmajor
6266,spearbettersmolderingminor
6267,spearbettersparkingmajor
6268,spearbettersparkingminor
6269,spearbetterstingingmajor
6270,spearbetterstingingminor
6271,speargoodnostone
6272,speargoodshiveringmajor
6273,speargoodshiveringminor
6274,speargoodsmolderingmajor
6275,speargoodsmolderingminor
6276,speargoodsparkingmajor
6277,speargoodsparkingminor
6278,speargoodstingingmajor
6279,speargoodstingingminor
6280,staffbestshiveringminor
6281,staffbestsmolderingminor
6282,staffbestsparkingminor
6283,staffbeststingingminor
6284,staffbettershiveringminor
6285,staffbettersmolderingminor
6286,staffbettersparkingminor
6287,staffbetterstingingminor
6288,staffgoodshiveringminor
6289,staffgoodsmolderingminor
6290,staffgoodsparkingminor
6291,swordbestnostone
6292,swordbestshiveringmajor
6293,swordbestshiveringminor
6294,swordbestsmolderingmajor
6295,swordbestsmolderingminor
6296,swordbestsparkingmajor
6297,swordbestsparkingminor
6298,swordbeststingingmajor
6299,swordbeststingingminor
6300,swordbetternostone
6301,swordbettershiveringmajor
6302,swordbettershiveringminor
6303,swordbettersmolderingmajor
6304,swordbettersmolderingminor
6305,swordbettersparkingmajor
6306,swordbettersparkingminor
6307,swordbetterstingingmajor
6308,swordbetterstingingminor
6309,swordgoodnostone
6310,swordgoodshiveringmajor
6311,swordgoodshiveringminor
6312,swordgoodsmolderingmajor
6313,swordgoodsmolderingminor
6314,swordgoodsparkingmajor
6315,swordgoodsparkingminor
6316,swordgoodstingingmajor
6317,swordgoodstingingminor
6318,stonesparkingminor
6319,stonestingingminor
6320,stonesmolderingminor
6321,stoneshiveringminor
6322,glyphaxe
6323,glyphclaw
6324,glyphdagger
6325,glyphmace
6326,glyphspear
6327,glyphstaff
6328,glyphsword
6329,pyrealbar
6330,pyrealingot
6331,pyrealingotgood
6332,pyrealingotgoodinfusedaxe
6333,pyrealingotgoodinfusedclaw
6334,pyrealingotgoodinfuseddagger
6335,pyrealingotgoodinfusedmace
6336,pyrealingotgoodinfusedspear
6337,pyrealingotgoodinfusedstaff
6338,pyrealingotgoodinfusedsword
6339,pyrealingotgreatinfusedaxe
6340,pyrealingotgreatinfusedclaw
6341,pyrealingotgreatinfuseddagger
6342,pyrealingotgreatinfusedmace
6343,pyrealingotgreatinfusedspear
6344,pyrealingotgreatinfusedstaff
6345,pyrealingotgreatinfusedsword
6346,pyrealingotinfusedaxe
6347,pyrealingotinfusedclaw
6348,pyrealingotinfuseddagger
6349,pyrealingotinfusedmace
6350,pyrealingotinfusedspear
6351,pyrealingotinfusedstaff
6352,pyrealingotinfusedsword
6353,pyrealmote
6354,pyrealnugget
6355,pyrealsliver
6356,craterlakemagma
6357,stoneshadow
6358,axebestshadow
6359,axebettershadow
6360,axegoodshadow
6361,clawbestshadow
6362,clawbettershadow
6363,clawgoodshadow
6364,daggerbestshadow
6365,daggerbettershadow
6366,daggergoodshadow
6367,macebestshadow
6368,macebettershadow
6369,macegoodshadow
6370,spearbestshadow
6371,spearbettershadow
6372,speargoodshadow
6373,staffbestshadow
6374,staffbettershadow
6375,staffgoodshadow
6376,swordbestshadow
6377,swordbettershadow
6378,swordgoodshadow
6379,lightningelementalastyrrian
6380,lightningelementalscintilla
6381,lightningelementalspark
6382,lightningelementalstatic
6383,ballelectric
6384,emotetestdrudge
6385,emotetestsword
6386,emotetestnpc
6387,testbanderlingeventgen
6388,statuebaelzharon
6389,portalamperehelionvault
6390,portalamperehelionvaultexit
6391,portalartifexvault
6392,portalartifexvaultexit
6393,portalincunabulavault
6394,portalincunabulavaultexit
6395,portaljahannanvault
6396,portaljahannanvaultexit
6397,portalseracvault
6398,portalseracvaultexit
6399,testdrudgeeventgen
6400,testcoweventgen
6401,statuebaelzharonlarge
6402,shadowpanumbrisstealth
6403,shadowumbrisstealth
6404,morphnote1
6405,morphnote1untranslated
6406,morphnote2
6407,morphnote2untranslated
6408,morphnote3
6409,morphnote3untranslated
6410,morphnote4
6411,morphnote4untranslated
6412,morphnote5
6413,morphnote5untranslated
6414,morphnote6
6415,morphnote6untranslated
6416,rumoratlancrag
6417,rumoratlanheb
6418,rumoratlanzaik
6419,directionsallegiancehall
6420,rumorempbridge
6421,rumorfrorestone
6422,parchmentevilmaze
6423,chestevilmaze
6424,scriptevilmaze
6425,magmafloorsmall
6426,portallichtyslair
6427,portallichtyslairexit
6428,linkactivatebuttongen
6429,linkactivatepressureplategen
6430,linkactivatebigpressureplategen
6431,linkactivatelevergen
6432,linkactivategearlevergen
6433,portalobsidianspan
6434,portalweddinghall
6435,chestwedding
6436,keyweddingchest
6437,guidewedding
6438,ringwedding
6439,emblemmarriage
6440,gemcelebratory
6441,wellnotop
6442,teststarteventdrudge
6443,teststopeventdrudge
6452,shadowlerrhanalpha
6453,shadowlerrhanbeta
6534,shadowsprite
6535,shadowchildsmall
6536,shadowchildsmallspire
6537,shadowspire
6538,shadowchildspire
6539,shadowlieutenantspire
6540,shadowpanumbrisspire
6541,portalshadowspireeastham
6542,portalshadowspirecragstone
6543,portalshadowspiretufa
6544,portalshadowspirekhayyaban
6545,portalshadowspiresawato
6546,portalshadowspiretoutou
6547,portalshadowspiresouthmountain
6548,portalshadowspiredesert
6549,portalshadowspireplains
6550,portalshadowspireswamp
6551,portalshadowspiredirelandnorth
6552,portalshadowspirenorthforest
6553,portalshadowspireobsidian
6554,shadowcaptainalpha
6555,shadowcaptainbeta
6556,blackferahalpha
6557,blackferahbeta
6558,shadowlerrhangamma
6559,blackferahgamma
6560,isindulealpha
6561,isindulebeta
6590,portalshadowspiresouthforest
6591,portalshadowspirenorthdirelands
6592,jibrilibnrashid
6593,breastplateceldonshadow
6594,breastplateceldonshadowgreater
6595,breastplateceldonshadowlesser
6596,breastplatekoujiashadow
6597,breastplatekoujiashadowgreater
6598,breastplatekoujiashadowlesser
6599,coatamullianshadow
6600,coatamullianshadowgreater
6601,coatamullianshadowlesser
6602,girthceldonshadow
6603,girthceldonshadowgreater
6604,girthceldonshadowlesser
6605,leggingsamullianshadow
6606,leggingsamullianshadowgreater
6607,leggingsamullianshadowlesser
6608,leggingsceldonshadow
6609,leggingsceldonshadowgreater
6610,leggingsceldonshadowlesser
6611,leggingskoujiashadow
6612,leggingskoujiashadowgreater
6613,leggingskoujiashadowlesser
6614,sleevesceldonshadow
6615,sleevesceldonshadowgreater
6616,sleevesceldonshadowlesser
6617,sleeveskoujiashadow
6618,sleeveskoujiashadowgreater
6619,sleeveskoujiashadowlesser
6620,gemglimmering
6621,gemscintillating
6622,gemsparkling
6623,shardcrystalfragment
6624,shardshadowfragment
6625,aleanthesteelforger
6626,kogahideki
6627,ratswampswarmgen
6628,gromnieazurecampgen
6629,gromnieivorycampgen
6630,bookshadowhunterarmor
6631,portalmitemazewizard
6632,portalsubterraneancavern
6633,portalsubterraneancavernexit
6634,portalsubterraneancavernvault
6635,olthoicrawlernofall
6636,olthoiinjurednofall
6637,olthoinoblenofall
6638,olthoinymphnofall
6639,olthoiqueennofall
6640,olthoisoldiernofall
6641,olthoiworkernofall
6642,olthoiwormnofall
6643,trapportal
6644,emotetestdrudge2
6645,golemunstablemagma
6646,portalshadowspirecragstoneexit
6647,portalshadowspiredesertexit
6648,portalshadowspireeasthamexit
6649,portalshadowspirekhayyabanexit
6650,portalshadowspirenorthdirelandsexit
6651,portalshadowspirenorthforestexit
6652,portalshadowspireobsidianexit
6653,portalshadowspireplainsexit
6654,portalshadowspiresawatoexit
6655,portalshadowspiresouthforestexit
6656,portalshadowspiresouthmountainexit
6657,portalshadowspireswampexit
6658,portalshadowspiretoutouexit
6659,portalshadowspiretufaexit
6660,crimsonruby1
6661,crimsonruby2
6662,crimsonruby3
6663,crimsonruby4
6664,crimsonruby5
6665,silificrimsonstars123bronze
6666,silificrimsonstars124bronze
6667,silificrimsonstars125bronze
6668,silificrimsonstars12xbronze
6669,silificrimsonstars134bronze
6670,silificrimsonstars135bronze
6671,silificrimsonstars13xbronze
6672,silificrimsonstars145bronze
6673,silificrimsonstars14xbronze
6674,silificrimsonstars15xbronze
6675,silificrimsonstars1xxbronze
6676,silificrimsonstars234bronze
6677,silificrimsonstars235bronze
6678,silificrimsonstars23xbronze
6679,silificrimsonstars245bronze
6680,silificrimsonstars24xbronze
6681,silificrimsonstars25xbronze
6682,silificrimsonstars2xxbronze
6683,silificrimsonstars345bronze
6684,silificrimsonstars34xbronze
6685,silificrimsonstars35xbronze
6686,silificrimsonstars3xxbronze
6687,silificrimsonstars45xbronze
6688,silificrimsonstars4xxbronze
6689,silificrimsonstars5xxbronze
6690,silificrimsonstarsxxxbronze
6691,silificrimsonstars123grey
6692,silificrimsonstars124grey
6693,silificrimsonstars125grey
6694,silificrimsonstars12xgrey
6695,silificrimsonstars134grey
6696,silificrimsonstars135grey
6697,silificrimsonstars13xgrey
6698,silificrimsonstars145grey
6699,silificrimsonstars14xgrey
6700,silificrimsonstars15xgrey
6701,silificrimsonstars1xxgrey
6702,silificrimsonstars234grey
6703,silificrimsonstars235grey
6704,silificrimsonstars23xgrey
6705,silificrimsonstars245grey
6706,silificrimsonstars24xgrey
6707,silificrimsonstars25xgrey
6708,silificrimsonstars2xxgrey
6709,silificrimsonstars345grey
6710,silificrimsonstars34xgrey
6711,silificrimsonstars35xgrey
6712,silificrimsonstars3xxgrey
6713,silificrimsonstars45xgrey
6714,silificrimsonstars4xxgrey
6715,silificrimsonstars5xxgrey
6716,silificrimsonstarsxxxgrey
6717,silificrimsonstars123sandy
6718,silificrimsonstars124sandy
6719,silificrimsonstars125sandy
6720,silificrimsonstars12xsandy
6721,silificrimsonstars134sandy
6722,silificrimsonstars135sandy
6723,silificrimsonstars13xsandy
6724,silificrimsonstars145sandy
6725,silificrimsonstars14xsandy
6726,silificrimsonstars15xsandy
6727,silificrimsonstars1xxsandy
6728,silificrimsonstars234sandy
6729,silificrimsonstars235sandy
6730,silificrimsonstars23xsandy
6731,silificrimsonstars245sandy
6732,silificrimsonstars24xsandy
6733,silificrimsonstars25xsandy
6734,silificrimsonstars2xxsandy
6735,silificrimsonstars345sandy
6736,silificrimsonstars34xsandy
6737,silificrimsonstars35xsandy
6738,silificrimsonstars3xxsandy
6739,silificrimsonstars45xsandy
6740,silificrimsonstars4xxsandy
6741,silificrimsonstars5xxsandy
6742,silificrimsonstarsxxxsandy
6743,silificrimsonstars123shore
6744,silificrimsonstars124shore
6745,silificrimsonstars125shore
6746,silificrimsonstars12xshore
6747,silificrimsonstars134shore
6748,silificrimsonstars135shore
6749,silificrimsonstars13xshore
6750,silificrimsonstars145shore
6751,silificrimsonstars14xshore
6752,silificrimsonstars15xshore
6753,silificrimsonstars1xxshore
6754,silificrimsonstars234shore
6755,silificrimsonstars235shore
6756,silificrimsonstars23xshore
6757,silificrimsonstars245shore
6758,silificrimsonstars24xshore
6759,silificrimsonstars25xshore
6760,silificrimsonstars2xxshore
6761,silificrimsonstars345shore
6762,silificrimsonstars34xshore
6763,silificrimsonstars35xshore
6764,silificrimsonstars3xxshore
6765,silificrimsonstars45xshore
6766,silificrimsonstars4xxshore
6767,silificrimsonstars5xxshore
6768,silificrimsonstarsxxxshore
6769,bookcrimsonstars
6770,crimsonsilifikayna
6771,mumiyahgreatercrimsonhaft
6772,mumiyahgreatercrimsonruby3
6773,skeletoncaptaincrimsonruby1
6774,skeletonlordcrimsonruby5
6775,skeletonwarriorcrimsonruby4
6776,sylsfearchestmagichighlocked
6777,brokenhaft
6778,repairedhaft
6779,portalbethel
6780,portalbethelexit
6781,ancientlighthouseprisoner
6782,keyancientlighthouse
6783,doorancientlighthouse
6784,shadowcaptaingamma
6785,blackferahthree
6788,soulcrystalnexus
6789,doorwesternspire
6790,dooreasternspire
6795,portalnexus
6796,portalnexusexit
6797,breastplateceldonnexus
6798,breastplatekoujianexus
6799,coatamulliannexus
6800,girthceldonnexus
6801,leggingsamulliannexus
6802,leggingsceldonnexus
6803,leggingskoujianexus
6804,sleevesceldonnexus
6805,sleeveskoujianexus
6806,crystalnexusfragment
6807,gemnexus
6808,translatednexusorders
6809,untranslatednexusorders
6810,shadownexus
6811,shadownexuscaptain
6812,notenexuswarning
6813,keyspireeastcomplete
6814,keyspireeastfront
6815,keyspirepiececragstone
6816,keyspirepieceeastham
6817,keyspirepiecekhayyaban
6818,keyspirepiecesawato
6819,keyspirepiecetoutou
6820,keyspirepiecetufa
6821,keyspirewestcomplete
6822,keyspirewestfront
6823,golemwoodsmall
6824,mosswartsmall
6825,olthoismall
6826,servanthumble
6827,portalhotelswank
6828,notemountainfortressletter
6829,shadowspireeastham
6830,shadowspirecragstone
6831,shadowspiretoutou
6832,shadowspiresawato
6833,shadowspirekhayyaban
6834,shadowspiretufa
6835,shadowspirebase
6842,hauberkneydisa
6843,oswaldthievesdennote
6844,portalacstorage
6845,portalacstorageexit
6846,swordlongelectriccolier
6847,dryreachquestnpc
6848,dryreachprisoner
6849,dryreachprisonergen
6850,dryreachguardsgen
6851,dryreachquestgen
6852,dryreachambushgen
6853,swordrapier
6854,ayanbaqurarchmage
6855,ayanbaqurarmorer
6856,ayanbaqurbarkeeper
6857,ayanbaqurbowyer
6858,ayanbaqurgrocer
6859,ayanbaqurhealer
6860,ayanbaqurjeweler
6861,ayanbaqurscribe
6862,ayanbaqurweaponsmith
6863,ayanbaqur1milesign
6864,ayanbaqur2milesign
6865,ayanbaqur3milesign
6866,ayanbaqurarchmagesign
6867,ayanbaqurbowyersign
6868,ayanbaqurhealersign
6869,ayanbaqurjewelersign
6870,ayanbaqurtavernsign
6871,ayanbaqurweaponsmithsign
6872,ayanbaqurnoble
6873,ayanbaqurdrunkenscholar
6874,ayanbaqursign
6875,testadminspamgen
6876,keychesthigh
6877,daggeroswald
6878,notehamudlasttestament
6879,backpackdryreachprisoner
6880,keydryreachwatchtower
6881,doordryreachwatchtower
6882,tumerokdryreachguard
6883,dryreachprisonerbelongingsgen
6884,portalrainbowtunnels
6885,portalrainbowtunnelsexit
6886,notegormling
6887,daggerthrowingoswald
6888,daggerthrowingoswaldstack
6889,neydisacastlegormling
6890,nantomiyako
6891,bookmiyako
6892,chestbookmiyako
6893,moonstonemiyako
6894,zaikhaltailorsign
6895,bowcompositedmg1def1spd1atk0
6896,bowcompositedmg1def1spd1atk1
6897,bowcompositedmg1def1spd1atk2
6898,bowcompositedmg1def1spd1atk3
6899,bowcompositedmg1def1spd2atk0
6900,bowcompositedmg1def1spd2atk1
6901,bowcompositedmg1def1spd2atk2
6902,bowcompositedmg1def1spd2atk3
6903,bowcompositedmg1def1spd3atk0
6904,bowcompositedmg1def1spd3atk1
6905,bowcompositedmg1def1spd3atk2
6906,bowcompositedmg1def1spd3atk3
6907,bowcompositedmg1def3spd1atk0
6908,bowcompositedmg1def3spd1atk1
6909,bowcompositedmg1def3spd1atk2
6910,bowcompositedmg1def3spd1atk3
6911,bowcompositedmg1def3spd2atk0
6912,bowcompositedmg1def3spd2atk1
6913,bowcompositedmg1def3spd2atk2
6914,bowcompositedmg1def3spd2atk3
6915,bowcompositedmg1def3spd3atk0
6916,bowcompositedmg1def3spd3atk1
6917,bowcompositedmg1def3spd3atk2
6918,bowcompositedmg1def3spd3atk3
6919,bowcompositedmg2def1spd1atk0
6920,bowcompositedmg2def1spd1atk1
6921,bowcompositedmg2def1spd1atk2
6922,bowcompositedmg2def1spd1atk3
6923,bowcompositedmg2def1spd2atk0
6924,bowcompositedmg2def1spd2atk1
6925,bowcompositedmg2def1spd2atk2
6926,bowcompositedmg2def1spd2atk3
6927,bowcompositedmg2def1spd3atk0
6928,bowcompositedmg2def1spd3atk1
6929,bowcompositedmg2def1spd3atk2
6930,bowcompositedmg2def1spd3atk3
6931,bowcompositedmg2def3spd1atk0
6932,bowcompositedmg2def3spd1atk1
6933,bowcompositedmg2def3spd1atk2
6934,bowcompositedmg2def3spd1atk3
6935,bowcompositedmg2def3spd2atk0
6936,bowcompositedmg2def3spd2atk1
6937,bowcompositedmg2def3spd2atk2
6938,bowcompositedmg2def3spd2atk3
6939,bowcompositedmg2def3spd3atk0
6940,bowcompositedmg2def3spd3atk1
6941,bowcompositedmg2def3spd3atk2
6942,bowcompositedmg2def3spd3atk3
6943,bowcompositedmg3def1spd1atk0
6944,bowcompositedmg3def1spd1atk1
6945,bowcompositedmg3def1spd1atk2
6946,bowcompositedmg3def1spd1atk3
6947,bowcompositedmg3def1spd2atk0
6948,bowcompositedmg3def1spd2atk1
6949,bowcompositedmg3def1spd2atk2
6950,bowcompositedmg3def1spd2atk3
6951,bowcompositedmg3def1spd3atk0
6952,bowcompositedmg3def1spd3atk1
6953,bowcompositedmg3def1spd3atk2
6954,bowcompositedmg3def1spd3atk3
6955,bowcompositedmg3def3spd1atk0
6956,bowcompositedmg3def3spd1atk1
6957,bowcompositedmg3def3spd1atk2
6958,bowcompositedmg3def3spd1atk3
6959,bowcompositedmg3def3spd2atk0
6960,bowcompositedmg3def3spd2atk1
6961,bowcompositedmg3def3spd2atk2
6962,bowcompositedmg3def3spd2atk3
6963,bowcompositedmg3def3spd3atk0
6964,bowcompositedmg3def3spd3atk1
6965,bowcompositedmg3def3spd3atk2
6966,bowcompositedmg3def3spd3atk3
6967,crossbowcompositedmg1def1spd1atk0
6968,crossbowcompositedmg1def1spd1atk1
6969,crossbowcompositedmg1def1spd1atk2
6970,crossbowcompositedmg1def1spd1atk3
6971,crossbowcompositedmg1def1spd2atk0
6972,crossbowcompositedmg1def1spd2atk1
6973,crossbowcompositedmg1def1spd2atk2
6974,crossbowcompositedmg1def1spd2atk3
6975,crossbowcompositedmg1def1spd3atk0
6976,crossbowcompositedmg1def1spd3atk1
6977,crossbowcompositedmg1def1spd3atk2
6978,crossbowcompositedmg1def1spd3atk3
6979,crossbowcompositedmg1def3spd1atk0
6980,crossbowcompositedmg1def3spd1atk1
6981,crossbowcompositedmg1def3spd1atk2
6982,crossbowcompositedmg1def3spd1atk3
6983,crossbowcompositedmg1def3spd2atk0
6984,crossbowcompositedmg1def3spd2atk1
6985,crossbowcompositedmg1def3spd2atk2
6986,crossbowcompositedmg1def3spd2atk3
6987,crossbowcompositedmg1def3spd3atk0
6988,crossbowcompositedmg1def3spd3atk1
6989,crossbowcompositedmg1def3spd3atk2
6990,crossbowcompositedmg1def3spd3atk3
6991,crossbowcompositedmg2def1spd1atk0
6992,crossbowcompositedmg2def1spd1atk1
6993,crossbowcompositedmg2def1spd1atk2
6994,crossbowcompositedmg2def1spd1atk3
6995,crossbowcompositedmg2def1spd2atk0
6996,crossbowcompositedmg2def1spd2atk1
6997,crossbowcompositedmg2def1spd2atk2
6998,crossbowcompositedmg2def1spd2atk3
6999,crossbowcompositedmg2def1spd3atk0
7000,crossbowcompositedmg2def1spd3atk1
7001,crossbowcompositedmg2def1spd3atk2
7002,crossbowcompositedmg2def1spd3atk3
7003,crossbowcompositedmg2def3spd1atk0
7004,crossbowcompositedmg2def3spd1atk1
7005,crossbowcompositedmg2def3spd1atk2
7006,crossbowcompositedmg2def3spd1atk3
7007,crossbowcompositedmg2def3spd2atk0
7008,crossbowcompositedmg2def3spd2atk1
7009,crossbowcompositedmg2def3spd2atk2
7010,crossbowcompositedmg2def3spd2atk3
7011,crossbowcompositedmg2def3spd3atk0
7012,crossbowcompositedmg2def3spd3atk1
7013,crossbowcompositedmg2def3spd3atk2
7014,crossbowcompositedmg2def3spd3atk3
7015,crossbowcompositedmg3def1spd1atk0
7016,crossbowcompositedmg3def1spd1atk1
7017,crossbowcompositedmg3def1spd1atk2
7018,crossbowcompositedmg3def1spd1atk3
7019,crossbowcompositedmg3def1spd2atk0
7020,crossbowcompositedmg3def1spd2atk1
7021,crossbowcompositedmg3def1spd2atk2
7022,crossbowcompositedmg3def1spd2atk3
7023,crossbowcompositedmg3def1spd3atk0
7024,crossbowcompositedmg3def1spd3atk1
7025,crossbowcompositedmg3def1spd3atk2
7026,crossbowcompositedmg3def1spd3atk3
7027,crossbowcompositedmg3def3spd1atk0
7028,crossbowcompositedmg3def3spd1atk1
7029,crossbowcompositedmg3def3spd1atk2
7030,crossbowcompositedmg3def3spd1atk3
7031,crossbowcompositedmg3def3spd2atk0
7032,crossbowcompositedmg3def3spd2atk1
7033,crossbowcompositedmg3def3spd2atk2
7034,crossbowcompositedmg3def3spd2atk3
7035,crossbowcompositedmg3def3spd3atk0
7036,crossbowcompositedmg3def3spd3atk1
7037,crossbowcompositedmg3def3spd3atk2
7038,crossbowcompositedmg3def3spd3atk3
7039,aurochhornfire
7040,drudgegutsravener
7041,lichthighbone
7042,lugiansinewamploth
7043,lugiansinewgigas
7044,mattekarhorngreat
7045,revenantthighbonedark
7046,sclavustongueaste
7047,bowcompositearmsin1hrn1
7048,bowcompositearmsin1hrn2
7049,bowcompositearmsin2hrn1
7050,bowcompositearmsin2hrn2
7051,bowcompositearmsin3hrn1
7052,bowcompositearmsin3hrn2
7053,bowcompositehandle1
7054,bowcompositehandle2
7055,bowcompositehandle3
7056,bowcompositestavesin1hrn1
7057,bowcompositestavesin1hrn2
7058,bowcompositestavesin2hrn1
7059,bowcompositestavesin2hrn2
7060,bowcompositestavesin3hrn1
7061,bowcompositestavesin3hrn2
7062,bowcompositestring1
7063,bowcompositestring2
7064,bowcompositestring3
7065,crossbowcompositestavesin1hrn1
7066,crossbowcompositestavesin1hrn2
7067,crossbowcompositestavesin2hrn1
7068,crossbowcompositestavesin2hrn2
7069,crossbowcompositestavesin3hrn1
7070,crossbowcompositestavesin3hrn2
7071,curedsinewlugian1
7072,curedsinewlugian2
7073,curedsinewlugian3
7074,gutsdrudgeravenerbraided
7075,gutsdrudgeravenertwisted
7076,shapedhornaurochfire
7077,shapedhornmattekargreat
7078,stockcrossbow
7079,tonguessclavusastebraided
7080,tonguessclavusastetwisted
7081,armoredilloplate
7082,armoredilloisland
7083,armoredillotitanium
7084,armoredillohoary
7085,banderlingberserker
7086,banderlingthrasher
7087,banderlingogre
7088,banderlingmauler
7089,drudgealtered
7090,drudgeaugmented
7091,drudgeascendant
7092,fireelementalfirestorm
7093,fireelementalhellfire
7094,lightningelementalsynnast
7095,lightningelementalscathisa
7096,golemgold
7097,golemplatinum
7098,golemplasma
7099,golemvapor
7100,lugianextas
7101,lugiantiatus
7102,mosswartmirewitch
7103,mosswartclinger
7104,mosswartswamplord
7105,phyntoswaspwhite
7106,ratsewer
7107,ratwasteland
7108,shallowsdestroyer
7109,shallowsdevourer
7110,sclavusulu
7111,sclavusfaisi
7112,sclavuschomu
7113,shrethgauloth
7114,shrethrendeath
7115,tuskeralbino
7116,mumiyahhigh
7117,mumiyahguardian
7118,mumiyahroyal
7119,mumiyahimperial
7120,mumiyahemperorgeraine
7121,skeletonbonelord
7122,skeletongreat
7123,zombiedarkleech
7124,zombiedarkmagus
7125,wispaffliction
7126,wispcursed
7127,wispnightmare
7128,zefirsufut
7129,zefirnalif
7130,armoredillohoarycampgen
7131,armoredilloislandcampgen
7132,armoredilloplatecampgen
7133,armoredillotitaniumcampgen
7134,banderlingberserkercampgen
7135,banderlingmaulercampgen
7136,banderlingogrecampgen
7137,banderlingthrashercampgen
7138,drudgealteredcampgen
7139,drudgeascendantcampgen
7140,drudgeaugmentedcampgen
7141,fireelementalfirestormcampgen
7142,fireelementalhellfirecampgen
7143,golemgoldcampgen
7144,golemplasmacampgen
7145,golemplatinumcampgen
7146,golemvaporcampgen
7147,lightningelementalscathisacampgen
7148,lightningelementalsynnastcampgen
7149,lugianextascampgen
7150,lugiantiatuscampgen
7151,mosswartclingercampgen
7152,mosswartmirewitchcampgen
7153,mosswartswamplordcampgen
7154,mumiyahguardiancampgen
7155,mumiyahhighcampgen
7156,mumiyahimperialcampgen
7157,mumiyahroyalcampgen
7158,ratsewerswarmgen
7159,ratwastelandswarmgen
7160,sclavuschomucampgen
7161,sclavusfaisicampgen
7162,sclavusulucampgen
7163,shallowsdestroyercampgen
7164,shallowsdevourercampgen
7165,shrethgaulothcampgen
7166,shrethrendeathcampgen
7167,skeletonbonelordcampgen
7168,skeletongreatcampgen
7169,tuskeralbinocampgen
7170,waspwhiteswarmgen
7171,zefirnalifswarmgen
7172,zefirsufutswarmgen
7173,zombiedarkleechcampgen
7174,zombiedarkmaguscampgen
7175,portalacroompurple
7176,portalacroomred
7177,portalacroomorange
7178,skeletoncursedbones
7179,skeletonrelicbones
7180,moarsmanashen
7181,moarsmandesolation
7182,moarsmanlava
7183,phyntoswaspjungle
7184,tuskersilver
7185,skeletoncursedbonescampgen
7186,skeletonrelicbonescampgen
7187,moarsmanashencampgen
7188,moarsmandesolationcampgen
7189,moarsmanlavacampgen
7190,waspjungleswarmgen
7191,tuskersilvercampgen
7194,portalayanbaqur
7195,campcookingpot
7196,campcookingpit
7197,campfirering
7198,portalasugertemple
7199,portalasugertempleexit
7200,portalblackdominion
7201,portalblackdominionexit
7202,portalcorpses
7203,portalcorpsesexit
7204,portalcursedswamp
7205,portalcursedswampexit
7206,portalnorsfolly
7207,portalnorsfollyexit
7208,portalsetabsbarracks
7209,portalsetabsbarracksexit
7210,portalobsidianrim
7211,portalnorthwestdirelands
7212,lavalandthornseastmixgen
7213,lavalandthornswestmixgen
7214,lavalandheightsmixgen
7215,lavalandasheastmixgen
7216,lavalandashwestmixgen
7217,lavalandpompeimixgen
7218,lavalandheightseastmixgen
7219,lavalandheightswestmixgen
7220,lavalandcalderamixgen
7221,jungleamixgen
7222,junglebmixgen
7223,junglec1mixgen
7224,junglec2mixgen
7225,jungled1mixgen
7226,jungled2mixgen
7227,jungleemixgen
